,encoding,dataset,features,model,dim_reduction,n_train,n_test,accuracies,roc_auc,encoding_skrub,dim_reduction_skrub,n_train_skrub,n_test_skrub,accuracies_skrub,roc_auc_skrub,gain,gain_percent
374,lm__thenlper/gte-large,journal_jcr_cls,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.5968571428571429,0.6312352257699975,skrub__minhash_30,passthrough,1000.0,500.0,0.5682857142857143,0.592111521232917,0.03912370453708047,6.607489152654152
375,lm__thenlper/gte-small,journal_jcr_cls,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.594,0.6270861048645707,skrub__minhash_30,passthrough,1000.0,500.0,0.5682857142857143,0.592111521232917,0.03497458363165373,5.906756139253688
376,openai__,journal_jcr_cls,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6045714285714286,0.6270234562005069,skrub__minhash_30,passthrough,1000.0,500.0,0.5682857142857143,0.592111521232917,0.03491193496758993,5.896175587817474
377,skrub__minhash_30,journal_jcr_cls,all,GradientBoostingClassifier,passthrough,1000.0,500.0,0.5682857142857143,0.592111521232917,skrub__minhash_30,passthrough,1000.0,500.0,0.5682857142857143,0.592111521232917,0.0,0.0
378,fasttext__30,ramen_ratings,all,GradientBoostingClassifier,passthrough,1000.0,500.0,0.6471428571428571,0.7020454088789069,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.014888513160016825,2.1666832207862448
379,hf__EleutherAI/pythia-1.4b,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.644,0.6917994404670259,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.004642544748135857,0.6756164097398627
380,hf__EleutherAI/pythia-160m,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6477142857142857,0.6985392732151211,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.011382377496231055,1.656445211733346
381,hf__EleutherAI/pythia-1b,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6522857142857142,0.7035923819965336,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.016435486277643574,2.391809844307695
382,hf__EleutherAI/pythia-2.8b,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6434285714285715,0.6864649489770469,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,-0.0006919467418431413,-0.10069705276249032
383,hf__EleutherAI/pythia-410m,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6391428571428571,0.6935111133490055,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.006354217630115455,0.9247113242555468
384,hf__EleutherAI/pythia-6.9b,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.656,0.704621047089996,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.017464151371105907,2.54150856666224
385,hf__EleutherAI/pythia-70m,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6394285714285715,0.6895228961113266,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.002366000392436507,0.3443173469082696
386,hf__bert-base-cased,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6385714285714286,0.696778095192749,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.009621199473858977,1.4001459541191779
387,hf__bert-large-cased,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6328571428571428,0.6848764863839857,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,-0.0022804093349043653,-0.3318615223265199
388,hf__huggyllama/llama-7b,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6517142857142858,0.7008406904862371,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.013683794767347046,1.9913639596138126
389,hf__meta-llama/Llama-2-7b-hf,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.642,0.699137575095771,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.011980679376880965,1.7435143926405647
390,hf__microsoft/deberta-v3-base,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6394285714285715,0.69158646316785,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.004429567448959948,0.6446224256144328
391,hf__microsoft/deberta-v3-large,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6448571428571429,0.6987594720641495,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.011602576345259408,1.6884901275888413
392,hf__mistralai/Mistral-7B-v0.1,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6605714285714287,0.7091946257902821,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.022037730071392092,3.2070885424698607
393,hf__roberta-base,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6331428571428572,0.6923623364366938,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.005205440717803711,0.7575330685371179
394,hf__roberta-large,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6434285714285715,0.6984418096233058,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.011284913904415772,1.6422616108086519
395,lm__BAAI/bge-large-en-v1.5,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6528571428571429,0.7055976775903716,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.01844078187148157,2.683634841820104
396,lm__BAAI/bge-small-en-v1.5,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6334285714285715,0.6936831530935034,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.00652625737461332,0.9497477818054461
397,lm__TaylorAI/bge-micro,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6417142857142857,0.6919104951156013,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.004753599396711272,0.6917778787242104
398,lm__TaylorAI/bge-micro-v2,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6357142857142858,0.6874197234635127,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.00026282774462260683,0.038248578492054805
399,lm__TaylorAI/gte-tiny,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6411428571428572,0.6934452530278552,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.0062883573089651534,0.9151268579479797
400,lm__all-MiniLM-L12-v2,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6337142857142857,0.6875417591763221,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.00038486345743204975,0.05600809070385784
401,lm__all-MiniLM-L6-v2,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.644,0.7044788114308611,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.01732191571197106,2.5208094133799257
402,lm__all-distilroberta-v1,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6428571428571429,0.6968944234168744,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.009737527697984305,1.4170748716415187
403,lm__gtr-t5-base,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6471428571428571,0.7059441323827177,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.018787236663827644,2.734053428099969
404,lm__gtr-t5-xl,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6508571428571429,0.7059034651703453,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.018746569451455253,2.728135243675749
405,lm__gtr-t5-xxl,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6497142857142857,0.7106747787259458,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.023517883007055707,3.4224910138537954
406,lm__intfloat/e5-base,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6451428571428571,0.6997500039041497,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.012593108185259605,1.832639425394246
407,lm__intfloat/e5-base-v2,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6354285714285715,0.6884143390308454,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.0012574433119553197,0.18299216958884
408,lm__intfloat/e5-large,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6411428571428572,0.7038590564610523,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.016702160742162242,2.4306182250690753
409,lm__intfloat/e5-large-v2,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6405714285714286,0.7033510852184383,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.016194189499548206,2.3566946064924754
410,lm__intfloat/e5-small,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6491428571428572,0.7035803265316212,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.01642343081273112,2.3900554465875294
411,lm__intfloat/e5-small-v2,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6437142857142858,0.6961960794876735,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.009039183768783432,1.3154468542918158
412,lm__intfloat/multilingual-e5-base,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6397142857142857,0.6910511744131413,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.0038942786942512964,0.566723366746859
413,lm__intfloat/multilingual-e5-large,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.648,0.70060038558579,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.013443489866899916,1.9563930669480658
414,lm__intfloat/multilingual-e5-small,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6305714285714286,0.6881162371120662,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.0009593413931761052,0.13961024027452437
415,lm__jinaai/jina-embedding-b-en-v1,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.642,0.6962397341137232,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.009082838394833148,1.3217997885811597
416,lm__jinaai/jina-embedding-l-en-v1,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6414285714285715,0.6937281061211517,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.006571210402261607,0.9562896688080145
417,lm__jinaai/jina-embedding-s-en-v1,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6445714285714287,0.6998980874631334,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.012741191744243374,1.8541896070058046
418,lm__llmrails/ember-v1,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6334285714285715,0.6945530750243252,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.007396179305435124,1.0763450605698117
419,lm__msmarco-bert-co-condensor,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6425714285714286,0.7072792521243398,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.020122356405449793,2.9283496288570574
420,lm__nthakur/contriever-base-msmarco,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6397142857142857,0.6968128912747128,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.00965599555582275,1.4052097295364891
421,lm__paraphrase-multilingual-MiniLM-L12-v2,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6382857142857142,0.6891721592251284,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.002015263506238374,0.29327559961834404
422,lm__paraphrase-multilingual-mpnet-base-v2,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6334285714285715,0.6934838655876874,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.0063269698687973275,0.9207460345978448
423,lm__sentence-t5-base,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6385714285714286,0.6970217832654582,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.009864887546568113,1.435609190277813
424,lm__sentence-t5-large,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6537142857142858,0.7090035424951479,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.021846646776257805,3.1792807308441944
425,lm__sentence-t5-xl,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6528571428571429,0.7106892490582977,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.02353235333940762,3.424596840404044
426,lm__sentence-t5-xxl,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6471428571428571,0.7038168677002213,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.01665997198133129,2.4244786140000754
427,lm__thenlper/gte-base,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.632,0.6946646339991117,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.007507738280221665,1.0925799227216104
428,lm__thenlper/gte-large,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6454285714285714,0.7080979745847157,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.020941078865825635,3.047495993461215
429,lm__thenlper/gte-small,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6454285714285714,0.7016590844845861,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.014502188765696089,2.1104625240679837
430,openai__,ramen_ratings,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6405714285714286,0.6995178326059796,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.012360936887089502,1.7988521928689565
431,skrub__minhash_30,ramen_ratings,all,GradientBoostingClassifier,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,skrub__minhash_30,passthrough,1000.0,500.0,0.6362857142857142,0.68715689571889,0.0,0.0
432,fasttext__30,spotify,all,GradientBoostingClassifier,passthrough,1000.0,500.0,0.8474285714285713,0.9240825121310586,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.05319549252168865,6.108196737798331
433,hf__EleutherAI/pythia-1.4b,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8525714285714285,0.9225919052279796,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.05170488561860964,5.937037118982608
434,hf__EleutherAI/pythia-160m,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8311428571428571,0.9068732671796045,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.0359862475702345,4.132137322057672
435,hf__EleutherAI/pythia-1b,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8505714285714285,0.9209322826396802,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.050045263030310205,5.7464701968755545
436,hf__EleutherAI/pythia-2.8b,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8502857142857143,0.9262667428227646,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.05537972321339457,6.3590020251116774
437,hf__EleutherAI/pythia-410m,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8445714285714285,0.9200812966060258,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.049194276996655795,5.648755336682079
438,hf__EleutherAI/pythia-6.9b,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8525714285714285,0.9282962568740623,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.05740923726469227,6.592041903488556
439,hf__EleutherAI/pythia-70m,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8311428571428571,0.9076105977083645,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.036723578098994514,4.216801636963955
440,hf__bert-base-cased,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8551428571428571,0.931862972137641,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.06097595252827104,7.001591613527705
441,hf__bert-large-cased,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8591428571428572,0.9329646898769683,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.06207767026759836,7.128096856403124
442,hf__huggyllama/llama-7b,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8668571428571428,0.9393516678682958,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.06846464825892584,7.861484522944797
443,hf__meta-llama/Llama-2-7b-hf,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.856,0.9339264223122357,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.06303940270286568,7.238528222770106
444,hf__microsoft/deberta-v3-base,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8345714285714285,0.9127517843723792,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.041864764763009266,4.807140745051798
445,hf__microsoft/deberta-v3-large,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.844,0.9189427760751151,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.048055756465745114,5.518024196445157
446,hf__mistralai/Mistral-7B-v0.1,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8657142857142857,0.9406471140031114,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.06976009439374142,8.010234717361135
447,hf__roberta-base,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.85,0.929037006478639,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.05814998686926898,6.677098815337922
448,hf__roberta-large,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.864,0.9336776956187803,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.06279067600941035,7.209968066532287
449,lm__BAAI/bge-large-en-v1.5,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8705714285714287,0.9397129138964342,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.0688258942870642,7.902964763206088
450,lm__BAAI/bge-small-en-v1.5,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8502857142857143,0.9237708551519397,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.0528838355425697,6.072410582751637
451,lm__TaylorAI/bge-micro,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8385714285714286,0.9148566385187841,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.04396961890941409,5.048831584277871
452,lm__TaylorAI/bge-micro-v2,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8448571428571429,0.9190100770793307,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.048123057469960706,5.52575206500907
453,lm__TaylorAI/gte-tiny,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.844,0.9200755505486998,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.049188530939329844,5.648095543023825
454,lm__all-MiniLM-L12-v2,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8474285714285713,0.9255864178332363,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.05469939822386627,6.2808833972977665
455,lm__all-MiniLM-L6-v2,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8434285714285714,0.9192336181050894,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.04834659849571943,5.551420265444413
456,lm__all-distilroberta-v1,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8571428571428571,0.9293968850788634,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.05850986546949344,6.718422040064119
457,lm__gtr-t5-base,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8594285714285714,0.9327646147854377,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.06187759517606772,7.10512314258886
458,lm__gtr-t5-xl,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8717142857142858,0.9450278737038701,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.07414085409450011,8.513257451897198
459,lm__gtr-t5-xxl,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8745714285714286,0.9473251266062531,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.07643810699688314,8.777040566199837
460,lm__intfloat/e5-base,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8591428571428572,0.9329000531235688,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.062013033514198845,7.120674911656662
461,lm__intfloat/e5-base-v2,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8577142857142857,0.9316825663102917,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.06079554670092169,6.980876431961414
462,lm__intfloat/e5-large,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8668571428571428,0.9341899566212885,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.06330293701191847,7.268788670235611
463,lm__intfloat/e5-large-v2,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8634285714285713,0.9385233588057417,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.06763633919637169,7.766373556320712
464,lm__intfloat/e5-small,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8525714285714285,0.920071025857084,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.04918400624771402,5.647575993241367
465,lm__intfloat/e5-small-v2,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8557142857142858,0.9260184276409399,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.055131408031569906,6.3304891208848995
466,lm__intfloat/multilingual-e5-base,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8554285714285713,0.9267113521417033,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.05582433253233332,6.41005449333404
467,lm__intfloat/multilingual-e5-large,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8588571428571428,0.9287545122498552,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.057867492640485185,6.644661286425101
468,lm__intfloat/multilingual-e5-small,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8534285714285714,0.9239036382500857,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.05301661864071572,6.087657462674772
469,lm__jinaai/jina-embedding-b-en-v1,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8402857142857142,0.9163682330750385,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.04548121346566847,5.222401119960282
470,lm__jinaai/jina-embedding-l-en-v1,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8511428571428572,0.9252448381611079,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.054357818551737935,6.241661355352355
471,lm__jinaai/jina-embedding-s-en-v1,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8348571428571427,0.9093305690662302,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.03844354945686024,4.414298134114321
472,lm__llmrails/ember-v1,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8665714285714285,0.939514146355498,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.06862712674612803,7.88014118948635
473,lm__msmarco-bert-co-condensor,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8382857142857143,0.92135756371671,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.050470544107339976,5.7953032908881985
474,lm__nthakur/contriever-base-msmarco,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.86,0.9324669920288604,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.061579972419490425,7.0709484735587935
475,lm__paraphrase-multilingual-MiniLM-L12-v2,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8211428571428572,0.8957647647703632,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.02487774516099317,2.8565984566117315
476,lm__paraphrase-multilingual-mpnet-base-v2,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8305714285714286,0.9069293032375045,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.03604228362813455,4.1385716880131085
477,lm__sentence-t5-base,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8628571428571429,0.9369413917038525,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.0660543720944825,7.58472346092731
478,lm__sentence-t5-large,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.866,0.9419770356596516,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.07109001605028165,8.162943579313945
479,lm__sentence-t5-xl,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8728571428571429,0.947721033214696,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.07683401360532605,8.822500723433606
480,lm__sentence-t5-xxl,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8851428571428571,0.954698268442421,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.08381124883305102,9.623664946877259
481,lm__thenlper/gte-base,spotify,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8534285714285714,0.9282643140537862,skrub__minhash_30,passthrough,1000.0,500.0,0.7928571428571429,0.87088701960937,0.057377294444416194,6.588374054553294
